I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
,-0.023,,,,,,,,0.013,-0.023,0.0
,-0.013,,,,,,,,0.008,-0.019,-0.006
,-0.002,,,,,,,,0.005,-0.019,-0.008
,-0.019,,,,,,,,0.003,-0.016,-0.014
,-0.005,,,,,,,,0.0,-0.014,-0.016
,0.009,,,,,,,,-0.005,-0.011,-0.022
,-0.007,,,,,,,,-0.004,-0.007,-0.013
,-0.014,,,,,,,,-0.012,-0.021,-0.026
,-0.024,,,,,,,,-0.018,-0.033,-0.038
,-0.009,,,,,,,,-0.023,-0.028,-0.033
,-0.033,,,,,,,,-0.029,-0.03,-0.035
,-0.04,,,,,,,,-0.034,-0.029,-0.035
,-0.018,,,,,,,,-0.04,-0.03,-0.033
,-0.063,,,,,,,,-0.043,-0.029,-0.029
,-0.064,,,,,,,,-0.045,-0.03,-0.03
,-0.053,,,,,,,,-0.044,-0.025,-0.029
,-0.046,,,,,,,,-0.045,-0.025,-0.029
,-0.037,,,,,,,,-0.044,-0.024,-0.024
,-0.029,,,,,,,,-0.045,-0.025,-0.025
,-0.022,,,,,,,,-0.05,-0.024,-0.024
,-0.012,,,,,,,,-0.049,-0.025,-0.025
,-0.034,,,,,,,,-0.05,-0.025,-0.025
,-0.065,,,,,,,,-0.049,-0.031,-0.03
,-0.053,,,,,,,,-0.049,-0.04,-0.028
,-0.051,,,,,,,,-0.052,-0.045,-0.04
,-0.043,,,,,,,,-0.056,-0.044,-0.047
,-0.039,,,,,,,,-0.054,-0.045,-0.043
,-0.033,,,,,,,,-0.055,-0.044,-0.046
,-0.027,,,,,,,,-0.054,-0.045,-0.04
,-0.007,,,,,,,,-0.055,-0.045,-0.04
,0.019,,,,,,,,-0.054,-0.044,-0.039
,0.017,,,,,,,,-0.055,-0.045,-0.04
,0.002,,,,,,,,-0.054,-0.044,-0.034
,-0.009,,,,,,,,-0.055,-0.045,-0.035
,-0.024,,,,,,,,-0.054,-0.044,-0.034
,-0.055,,,,,,,,-0.055,-0.045,-0.031
,-0.051,,,,,,,,-0.054,-0.044,-0.029
,-0.045,,,,,,,,-0.055,-0.045,-0.03
,-0.04,,,,,,,,-0.05,-0.04,-0.029
,-0.034,,,,,,,,-0.05,-0.04,-0.031
,-0.029,,,,,,,,-0.048,-0.039,-0.028
,-0.023,,,,,,,,-0.051,-0.04,-0.031
,-0.013,,,,,,,,-0.046,-0.039,-0.028
,-0.005,,,,,,,,-0.045,-0.04,-0.031
,0.003,,,,,,,,-0.043,-0.039,-0.028
,0.006,,,,,,,,-0.046,-0.041,-0.032
,-0.016,,,,,,,,-0.042,-0.038,-0.03
,-0.04,,,,,,,,-0.087,-0.074,-0.066
,-0.061,,,,,,,,-0.122,-0.116,-0.097
,-0.044,,,,,,,,-0.102,-0.096,-0.085
,-0.012,,,,,,,,0.023,-0.012,-0.044
,-0.002,,,,,,,,0.25,0.138,0.012
,0.039,,,,,,,,0.527,0.326,0.097
,0.056,,,,,,,,0.845,0.527,0.198
,0.227,,,,,,,,1.327,0.892,0.437
,0.461,,,,,,,,1.713,1.254,0.714
,0.46,,,,,,,,1.547,1.21,0.772
,0.368,,,,,,,,1.048,0.932,0.72
,0.311,,,,,,,,0.402,0.531,0.6
,0.312,,,,,,,,-0.456,0.017,0.408
,0.229,,,,,,,,-0.882,-0.278,0.237
,0.123,,,,,,,,-0.882,-0.372,0.098
,0.084,,,,,,,,-0.795,-0.405,-0.004
,0.08,,,,,,,,-0.617,-0.338,-0.017
,0.051,,,,,,,,-0.456,-0.272,-0.038
,0.067,,,,,,,,-0.29,-0.172,-0.043
,0.066,,,,,,,,-0.196,-0.122,-0.046
,0.015,,,,,,,,-0.169,-0.126,-0.048
,0.0,,,,,,,,-0.156,-0.124,-0.053
,-0.022,,,,,,,,-0.138,-0.125,-0.065
,-0.041,,,,,,,,-0.128,-0.123,-0.064
,-0.055,,,,,,,,-0.124,-0.119,-0.065
,-0.054,,,,,,,,-0.123,-0.12,-0.063
,-0.068,,,,,,,,-0.118,-0.119,-0.068
,-0.088,,,,,,,,-0.12,-0.12,-0.083
,-0.065,,,,,,,,-0.114,-0.115,-0.078
,-0.053,,,,,,,,-0.114,-0.115,-0.081
,-0.034,,,,,,,,-0.109,-0.114,-0.079
,-0.04,,,,,,,,-0.11,-0.115,-0.08
,-0.041,,,,,,,,-0.106,-0.114,-0.079
,-0.038,,,,,,,,-0.104,-0.11,-0.08
,-0.035,,,,,,,,-0.104,-0.106,-0.076
,-0.033,,,,,,,,-0.097,-0.102,-0.075
,-0.028,,,,,,,,-0.091,-0.098,-0.074
,-0.031,,,,,,,,-0.087,-0.094,-0.075
,-0.068,,,,,,,,-0.08,-0.09,-0.074
,-0.07,,,,,,,,-0.076,-0.086,-0.075
,-0.063,,,,,,,,-0.069,-0.084,-0.075
,-0.065,,,,,,,,-0.065,-0.081,-0.078
,-0.058,,,,,,,,-0.058,-0.079,-0.083
,-0.056,,,,,,,,-0.057,-0.078,-0.084
,-0.054,,,,,,,,-0.05,-0.074,-0.076
,-0.06,,,,,,,,-0.045,-0.073,-0.073
,-0.059,,,,,,,,-0.04,-0.068,-0.065
,-0.066,,,,,,,,-0.037,-0.07,-0.062
,-0.062,,,,,,,,-0.028,-0.063,-0.058
,-0.059,,,,,,,,-0.02,-0.057,-0.061
,-0.054,,,,,,,,-0.014,-0.052,-0.057
,-0.051,,,,,,,,-0.011,-0.046,-0.054
,-0.046,,,,,,,,-0.009,-0.041,-0.054
,-0.043,,,,,,,,-0.01,-0.035,-0.055
,-0.038,,,,,,,,-0.009,-0.031,-0.051
,-0.035,,,,,,,,-0.01,-0.029,-0.049
,-0.034,,,,,,,,-0.009,-0.029,-0.05
,-0.033,,,,,,,,-0.01,-0.03,-0.046
,-0.028,,,,,,,,-0.009,-0.025,-0.044
,-0.032,,,,,,,,-0.01,-0.025,-0.045
,-0.026,,,,,,,,-0.009,-0.025,-0.044
,-0.025,,,,,,,,-0.01,-0.024,-0.04
,-0.024,,,,,,,,-0.009,-0.019,-0.039
,-0.021,,,,,,,,-0.01,-0.02,-0.035
,-0.018,,,,,,,,-0.008,-0.019,-0.034
,-0.022,,,,,,,,0.001,-0.018,-0.03
,-0.009,,,,,,,,0.011,-0.009,-0.03
,0.005,,,,,,,,0.022,-0.001,-0.026
,0.019,,,,,,,,0.031,0.005,-0.024
,0.0,,,,,,,,0.038,0.011,-0.021
,0.037,,,,,,,,0.052,0.03,-0.019
,0.037,,,,,,,,0.054,0.037,-0.016
,0.012,,,,,,,,0.055,0.035,-0.014
,-0.007,,,,,,,,0.053,0.032,-0.013
,-0.027,,,,,,,,0.057,0.03,-0.009
,-0.017,,,,,,,,0.072,0.027,-0.01
,0.001,,,,,,,,0.069,0.025,-0.009
,0.013,,,,,,,,0.064,0.021,-0.004
,0.033,,,,,,,,0.061,0.019,-0.005
,0.02,,,,,,,,0.052,0.016,-0.002
,0.074,,,,,,,,0.037,0.014,0.01
,0.058,,,,,,,,0.024,0.011,-0.004
,0.04,,,,,,,,0.01,0.009,-0.015
,-0.019,,,,,,,,0.0,0.0,-0.031
,-0.057,,,,,,,,-0.012,-0.012,-0.035
,-0.044,,,,,,,,-0.024,-0.024,-0.034
,-0.045,,,,,,,,-0.035,-0.035,-0.035
,-0.038,,,,,,,,-0.043,-0.04,-0.034
,-0.057,,,,,,,,-0.049,-0.039,-0.035
,-0.041,,,,,,,,-0.05,-0.04,-0.034
,-0.032,,,,,,,,-0.054,-0.039,-0.035
,-0.013,,,,,,,,-0.056,-0.044,-0.034
,-0.015,,,,,,,,-0.059,-0.044,-0.035
,-0.029,,,,,,,,-0.061,-0.045,-0.034
,-0.023,,,,,,,,-0.064,-0.043,-0.035
,-0.027,,,,,,,,-0.066,-0.047,-0.033
,-0.02,,,,,,,,-0.07,-0.049,-0.037
,-0.043,,,,,,,,-0.069,-0.053,-0.043
,-0.044,,,,,,,,-0.065,-0.053,-0.051
,-0.064,,,,,,,,-0.065,-0.068,-0.063
,-0.073,,,,,,,,-0.063,-0.07,-0.058
,-0.056,,,,,,,,-0.059,-0.062,-0.056
,-0.055,,,,,,,,-0.06,-0.061,-0.054
,-0.041,,,,,,,,-0.055,-0.053,-0.054
,-0.041,,,,,,,,-0.055,-0.049,-0.048
,-0.038,,,,,,,,-0.054,-0.045,-0.05
,-0.04,,,,,,,,-0.051,-0.04,-0.045
,-0.033,,,,,,,,-0.049,-0.039,-0.045
,-0.036,,,,,,,,-0.048,-0.04,-0.04
,-0.033,,,,,,,,-0.044,-0.039,-0.04
,-0.029,,,,,,,,-0.045,-0.04,-0.037
,-0.019,,,,,,,,-0.045,-0.039,-0.034
,-0.018,,,,,,,,-0.05,-0.04,-0.035
,-0.009,,,,,,,,-0.049,-0.039,-0.034
,-0.007,,,,,,,,-0.05,-0.04,-0.035
,0.001,,,,,,,,-0.049,-0.039,-0.034
,-0.013,,,,,,,,-0.05,-0.04,-0.035
,-0.043,,,,,,,,-0.049,-0.039,-0.034
,-0.061,,,,,,,,-0.05,-0.04,-0.035
,-0.047,,,,,,,,-0.049,-0.04,-0.034
,-0.051,,,,,,,,-0.05,-0.045,-0.035
,-0.04,,,,,,,,-0.048,-0.044,-0.034
,-0.043,,,,,,,,-0.051,-0.045,-0.035
,-0.031,,,,,,,,-0.048,-0.048,-0.033
,-0.036,,,,,,,,-0.052,-0.051,-0.039
,-0.016,,,,,,,,-0.047,-0.046,-0.041
,-0.033,,,,,,,,-0.083,-0.076,-0.064
,-0.063,,,,,,,,-0.125,-0.132,-0.094
,-0.056,,,,,,,,-0.087,-0.094,-0.065
,-0.04,,,,,,,,0.072,0.017,-0.045
,0.008,,,,,,,,0.356,0.206,0.028
,0.062,,,,,,,,0.631,0.386,0.138
,0.092,,,,,,,,0.998,0.637,0.272
,0.355,,,,,,,,1.501,1.069,0.564
,0.503,,,,,,,,1.727,1.319,0.775
,0.422,,,,,,,,1.387,1.144,0.752
,0.333,,,,,,,,0.824,0.794,0.664
,0.292,,,,,,,,-0.007,0.275,0.494
,0.213,,,,,,,,-0.821,-0.216,0.282
,0.117,,,,,,,,-1.011,-0.401,0.143
,0.087,,,,,,,,-0.912,-0.382,0.056
,0.074,,,,,,,,-0.722,-0.353,-0.02
,0.078,,,,,,,,-0.533,-0.299,-0.043
,0.067,,,,,,,,-0.348,-0.192,-0.045
,0.069,,,,,,,,-0.218,-0.12,-0.044
,0.059,,,,,,,,-0.165,-0.101,-0.045
,0.057,,,,,,,,-0.154,-0.107,-0.048
,-0.021,,,,,,,,-0.144,-0.103,-0.061
,-0.068,,,,,,,,-0.132,-0.106,-0.08
,-0.053,,,,,,,,-0.127,-0.1,-0.086
,-0.026,,,,,,,,-0.124,-0.1,-0.084
,-0.078,,,,,,,,-0.121,-0.099,-0.085
,-0.07,,,,,,,,-0.119,-0.1,-0.084
,-0.033,,,,,,,,-0.116,-0.097,-0.085
,-0.039,,,,,,,,-0.113,-0.094,-0.083
,-0.043,,,,,,,,-0.11,-0.094,-0.087
,-0.019,,,,,,,,-0.108,-0.095,-0.089
,-0.048,,,,,,,,-0.105,-0.095,-0.09
,-0.07,,,,,,,,-0.103,-0.093,-0.089
,-0.062,,,,,,,,-0.1,-0.088,-0.09
,-0.066,,,,,,,,-0.098,-0.085,-0.089
,-0.063,,,,,,,,-0.093,-0.083,-0.09
,-0.075,,,,,,,,-0.09,-0.079,-0.086
,-0.094,,,,,,,,-0.084,-0.075,-0.085
,-0.086,,,,,,,,-0.085,-0.074,-0.081
,-0.075,,,,,,,,-0.079,-0.07,-0.079
,-0.064,,,,,,,,-0.076,-0.065,-0.076
,-0.06,,,,,,,,-0.071,-0.065,-0.074
,-0.073,,,,,,,,-0.07,-0.06,-0.07
,-0.076,,,,,,,,-0.063,-0.059,-0.069
,-0.054,,,,,,,,-0.052,-0.052,-0.065
,-0.037,,,,,,,,-0.041,-0.046,-0.063
,-0.018,,,,,,,,-0.031,-0.041,-0.06
,-0.041,,,,,,,,-0.02,-0.035,-0.058
,-0.039,,,,,,,,-0.009,-0.031,-0.054
,-0.038,,,,,,,,0.001,-0.024,-0.053
,-0.033,,,,,,,,0.01,-0.021,-0.049
,-0.034,,,,,,,,0.015,-0.019,-0.051
,-0.025,,,,,,,,0.039,-0.015,-0.044
,-0.038,,,,,,,,0.046,-0.015,-0.045
,-0.062,,,,,,,,0.044,-0.013,-0.042
,-0.022,,,,,,,,0.045,-0.009,-0.04
,-0.059,,,,,,,,0.044,-0.01,-0.037
,-0.052,,,,,,,,0.045,-0.005,-0.034
,-0.056,,,,,,,,0.044,-0.004,-0.034
,-0.054,,,,,,,,0.045,0.0,-0.029
,-0.043,,,,,,,,0.044,0.0,-0.03
,-0.021,,,,,,,,0.045,0.003,-0.026
,-0.01,,,,,,,,0.044,0.004,-0.024
,0.014,,,,,,,,0.045,0.006,-0.021
,0.061,,,,,,,,0.049,0.025,-0.019
,0.055,,,,,,,,0.053,0.024,-0.016
,0.052,,,,,,,,0.057,0.025,-0.014
,0.048,,,,,,,,0.061,0.023,-0.013
,0.044,,,,,,,,0.07,0.033,-0.008
,0.038,,,,,,,,0.083,0.048,-0.01
,0.033,,,,,,,,0.077,0.043,-0.009
,0.03,,,,,,,,0.075,0.045,-0.01
,0.025,,,,,,,,0.073,0.044,-0.004
,0.021,,,,,,,,0.069,0.042,-0.005
,0.012,,,,,,,,0.064,0.039,-0.004
,0.005,,,,,,,,0.064,0.04,-0.005
,-0.001,,,,,,,,0.059,0.039,-0.001
,-0.019,,,,,,,,0.055,0.036,0.0
,-0.011,,,,,,,,0.053,0.034,0.0
,0.002,,,,,,,,0.05,0.035,0.0
,0.013,,,,,,,,0.048,0.033,0.0
,0.019,,,,,,,,0.034,0.022,-0.003
,0.007,,,,,,,,0.017,0.009,-0.009
,0.003,,,,,,,,0.002,-0.001,-0.012
,-0.01,,,,,,,,-0.014,-0.014,-0.017
,-0.005,,,,,,,,-0.025,-0.029,-0.023
,-0.032,,,,,,,,-0.038,-0.043,-0.028
,-0.044,,,,,,,,-0.044,-0.04,-0.029
,-0.025,,,,,,,,-0.045,-0.04,-0.024
,-0.016,,,,,,,,-0.044,-0.039,-0.025
,-0.007,,,,,,,,-0.049,-0.04,-0.024
,-0.07,,,,,,,,-0.049,-0.039,-0.025
,-0.077,,,,,,,,-0.05,-0.04,-0.024
,-0.064,,,,,,,,-0.046,-0.039,-0.025
,-0.053,,,,,,,,-0.044,-0.04,-0.024
,-0.045,,,,,,,,-0.044,-0.039,-0.025
,-0.05,,,,,,,,-0.045,-0.04,-0.024
,-0.049,,,,,,,,-0.044,-0.039,-0.025
,-0.05,,,,,,,,-0.045,-0.04,-0.024
,-0.054,,,,,,,,-0.044,-0.039,-0.026
,-0.055,,,,,,,,-0.041,-0.039,-0.023
,-0.054,,,,,,,,-0.039,-0.034,-0.034
,-0.049,,,,,,,,-0.04,-0.035,-0.036
,-0.041,,,,,,,,-0.039,-0.034,-0.034
,-0.038,,,,,,,,-0.04,-0.035,-0.035
,-0.03,,,,,,,,-0.039,-0.034,-0.035
,-0.027,,,,,,,,-0.04,-0.035,-0.031
,-0.019,,,,,,,,-0.035,-0.034,-0.029
,-0.017,,,,,,,,-0.035,-0.035,-0.03
,-0.006,,,,,,,,-0.034,-0.034,-0.03
,-0.003,,,,,,,,-0.035,-0.035,-0.029
,-0.011,,,,,,,,-0.034,-0.034,-0.024
,-0.027,,,,,,,,-0.035,-0.035,-0.025
,-0.022,,,,,,,,-0.034,-0.034,-0.024
,-0.012,,,,,,,,-0.035,-0.035,-0.024
,-0.005,,,,,,,,-0.034,-0.034,-0.025
,0.003,,,,,,,,-0.036,-0.035,-0.03
,-0.01,,,,,,,,-0.033,-0.033,-0.029
,-0.044,,,,,,,,-0.036,-0.036,-0.03
,-0.046,,,,,,,,-0.033,-0.033,-0.029
,-0.043,,,,,,,,-0.036,-0.036,-0.03
,-0.039,,,,,,,,-0.033,-0.033,-0.029
,-0.04,,,,,,,,-0.037,-0.037,-0.03
,-0.036,,,,,,,,-0.031,-0.031,-0.029
,-0.034,,,,,,,,-0.049,-0.046,-0.032
,-0.031,,,,,,,,-0.079,-0.065,-0.041
,-0.029,,,,,,,,-0.102,-0.101,-0.082
,-0.034,,,,,,,,-0.075,-0.081,-0.083
,-0.04,,,,,,,,0.055,0.01,-0.037
,-0.018,,,,,,,,0.328,0.198,0.04
,-0.005,,,,,,,,0.601,0.363,0.129
,0.128,,,,,,,,0.996,0.64,0.269
,0.338,,,,,,,,1.503,1.067,0.565
,0.481,,,,,,,,1.688,1.282,0.762
,0.373,,,,,,,,1.322,1.088,0.737
,0.298,,,,,,,,0.75,0.711,0.632
,0.25,,,,,,,,-0.051,0.224,0.459
,0.171,,,,,,,,-0.849,-0.25,0.263
,0.069,,,,,,,,-1.025,-0.415,0.132
,0.048,,,,,,,,-0.919,-0.43,0.057
,0.048,,,,,,,,-0.704,-0.369,0.041
,0.069,,,,,,,,-0.51,-0.264,0.022
,0.072,,,,,,,,-0.345,-0.173,0.01
,0.042,,,,,,,,-0.228,-0.117,-0.017
,0.027,,,,,,,,-0.153,-0.102,-0.037
,0.001,,,,,,,,-0.146,-0.106,-0.034
,-0.008,,,,,,,,-0.129,-0.104,-0.027
,-0.03,,,,,,,,-0.121,-0.101,-0.043
,-0.038,,,,,,,,-0.109,-0.099,-0.067
,-0.066,,,,,,,,-0.111,-0.1,-0.063
,-0.083,,,,,,,,-0.104,-0.098,-0.065
,-0.078,,,,,,,,-0.105,-0.095,-0.064
,-0.08,,,,,,,,-0.099,-0.094,-0.065
,-0.079,,,,,,,,-0.099,-0.094,-0.068
,-0.08,,,,,,,,-0.094,-0.089,-0.075
,-0.079,,,,,,,,-0.094,-0.09,-0.075
,-0.08,,,,,,,,-0.089,-0.089,-0.08
,-0.079,,,,,,,,-0.089,-0.088,-0.077
,-0.08,,,,,,,,-0.084,-0.084,-0.074
,-0.079,,,,,,,,-0.084,-0.085,-0.075
,-0.08,,,,,,,,-0.078,-0.08,-0.074
,-0.079,,,,,,,,-0.081,-0.08,-0.075
,-0.08,,,,,,,,-0.074,-0.078,-0.074
,-0.079,,,,,,,,-0.073,-0.074,-0.075
,-0.075,,,,,,,,-0.066,-0.075,-0.073
,-0.07,,,,,,,,-0.065,-0.074,-0.069
,-0.067,,,,,,,,-0.058,-0.069,-0.07
,-0.062,,,,,,,,-0.057,-0.07,-0.069
,-0.059,,,,,,,,-0.049,-0.066,-0.07
,-0.054,,,,,,,,-0.045,-0.064,-0.069
,-0.051,,,,,,,,-0.039,-0.065,-0.07
,-0.049,,,,,,,,-0.035,-0.061,-0.066
,-0.046,,,,,,,,-0.024,-0.055,-0.064
,-0.04,,,,,,,,-0.015,-0.051,-0.062
,-0.039,,,,,,,,-0.007,-0.044,-0.059
,-0.031,,,,,,,,0.0,-0.042,-0.059
,-0.052,,,,,,,,0.013,-0.036,-0.054
,-0.063,,,,,,,,0.02,-0.035,-0.055
,-0.058,,,,,,,,0.03,-0.031,-0.051
,-0.055,,,,,,,,0.032,-0.029,-0.05
,-0.053,,,,,,,,0.029,-0.026,-0.045
,-0.05,,,,,,,,0.03,-0.024,-0.045
,-0.05,,,,,,,,0.03,-0.02,-0.043
,-0.046,,,,,,,,0.029,-0.019,-0.039
,-0.042,,,,,,,,0.024,-0.015,-0.04
,-0.039,,,,,,,,0.024,-0.01,-0.036
,-0.038,,,,,,,,0.024,-0.007,-0.032
,-0.031,,,,,,,,0.024,-0.003,-0.028
,-0.031,,,,,,,,0.027,0.0,-0.024
,-0.027,,,,,,,,0.04,0.004,-0.02
,-0.021,,,,,,,,0.049,0.008,-0.015
,-0.015,,,,,,,,0.053,0.012,-0.012
,-0.015,,,,,,,,0.055,0.017,-0.007
,-0.003,,,,,,,,0.055,0.032,-0.004
,-0.006,,,,,,,,0.053,0.022,0.001
,0.01,,,,,,,,0.074,0.036,0.009
,0.023,,,,,,,,0.095,0.047,0.018
,0.022,,,,,,,,0.086,0.055,0.023
,0.053,,,,,,,,0.085,0.055,0.018
,0.034,,,,,,,,0.079,0.049,0.015
,0.028,,,,,,,,0.077,0.046,0.011
,0.014,,,,,,,,0.071,0.041,0.006
,0.006,,,,,,,,0.069,0.038,0.004
,-0.008,,,,,,,,0.06,0.033,0.002
,-0.018,,,,,,,,0.053,0.03,-0.002
,-0.03,,,,,,,,0.045,0.026,-0.005
,-0.021,,,,,,,,0.039,0.019,-0.01
,-0.015,,,,,,,,0.023,0.007,-0.014
,-0.004,,,,,,,,0.012,0.001,-0.016
,-0.01,,,,,,,,-0.003,-0.007,-0.021
,-0.031,,,,,,,,-0.013,-0.018,-0.027
,-0.043,,,,,,,,-0.032,-0.031,-0.031
,-0.075,,,,,,,,-0.046,-0.042,-0.041
,-0.082,,,,,,,,-0.059,-0.054,-0.053
,-0.057,,,,,,,,-0.053,-0.049,-0.048
,-0.039,,,,,,,,-0.055,-0.05,-0.051
,-0.018,,,,,,,,-0.048,-0.046,-0.046
,-0.034,,,,,,,,-0.051,-0.044,-0.044
,-0.089,,,,,,,,-0.045,-0.044,-0.045
,-0.11,,,,,,,,-0.046,-0.039,-0.044
,-0.039,,,,,,,,-0.043,-0.039,-0.041
,-0.027,,,,,,,,-0.04,-0.04,-0.039
,-0.047,,,,,,,,-0.037,-0.035,-0.04
,-0.09,,,,,,,,-0.035,-0.035,-0.036
,-0.089,,,,,,,,-0.034,-0.033,-0.034
,-0.079,,,,,,,,-0.031,-0.029,-0.035
,-0.071,,,,,,,,-0.028,-0.03,-0.035
,-0.064,,,,,,,,-0.032,-0.029,-0.03
,-0.058,,,,,,,,-0.033,-0.03,-0.029
,-0.06,,,,,,,,-0.037,-0.029,-0.029
,-0.05,,,,,,,,-0.039,-0.03,-0.03
,-0.072,,,,,,,,-0.043,-0.029,-0.026
,-0.071,,,,,,,,-0.045,-0.03,-0.024
,-0.05,,,,,,,,-0.045,-0.029,-0.025
,-0.031,,,,,,,,-0.044,-0.03,-0.024
,-0.016,,,,,,,,-0.045,-0.029,-0.024
,-0.039,,,,,,,,-0.044,-0.03,-0.019
,-0.05,,,,,,,,-0.045,-0.029,-0.02
,-0.049,,,,,,,,-0.044,-0.03,-0.019
,-0.05,,,,,,,,-0.045,-0.029,-0.019
,-0.049,,,,,,,,-0.044,-0.03,-0.02
,-0.044,,,,,,,,-0.045,-0.026,-0.025
,-0.044,,,,,,,,-0.044,-0.024,-0.024
,-0.039,,,,,,,,-0.045,-0.025,-0.028
,-0.039,,,,,,,,-0.044,-0.024,-0.03
,-0.032,,,,,,,,-0.049,-0.024,-0.029
,-0.038,,,,,,,,-0.049,-0.025,-0.033
,-0.018,,,,,,,,-0.054,-0.024,-0.035
,-0.04,,,,,,,,-0.055,-0.025,-0.034
,-0.081,,,,,,,,-0.06,-0.024,-0.036
,-0.068,,,,,,,,-0.06,-0.021,-0.042
,-0.069,,,,,,,,-0.063,-0.051,-0.043
,-0.062,,,,,,,,-0.115,-0.106,-0.077
,-0.057,,,,,,,,-0.118,-0.113,-0.094
,-0.051,,,,,,,,-0.023,-0.049,-0.056
,-0.047,,,,,,,,0.161,0.086,-0.009
,0.005,,,,,,,,0.433,0.27,0.077
,0.043,,,,,,,,0.726,0.454,0.158
,0.172,,,,,,,,1.212,0.808,0.381
,0.431,,,,,,,,1.616,1.179,0.652
,0.443,,,,,,,,1.557,1.214,0.74
,0.338,,,,,,,,1.06,0.921,0.665
,0.263,,,,,,,,0.446,0.516,0.549
,0.22,,,,,,,,-0.429,-0.012,0.347
,0.141,,,,,,,,-0.98,-0.358,0.18
,0.055,,,,,,,,-0.962,-0.395,0.086
,0.01,,,,,,,,-0.826,-0.372,-0.013
,-0.008,,,,,,,,-0.619,-0.339,-0.059
,0.009,,,,,,,,-0.425,-0.223,-0.053
,0.016,,,,,,,,-0.283,-0.153,-0.056
,0.039,,,,,,,,-0.181,-0.122,-0.053
,0.016,,,,,,,,-0.124,-0.11,-0.05
,-0.035,,,,,,,,-0.109,-0.091,-0.049
,-0.049,,,,,,,,-0.11,-0.081,-0.05
,-0.056,,,,,,,,-0.109,-0.079,-0.049
,-0.053,,,,,,,,-0.109,-0.08,-0.05
,-0.055,,,,,,,,-0.11,-0.079,-0.049
,-0.054,,,,,,,,-0.11,-0.08,-0.05
,-0.055,,,,,,,,-0.109,-0.079,-0.049
,-0.054,,,,,,,,-0.11,-0.08,-0.05
,-0.055,,,,,,,,-0.109,-0.079,-0.049
,-0.054,,,,,,,,-0.11,-0.08,-0.05
,-0.055,,,,,,,,-0.109,-0.079,-0.049
,-0.054,,,,,,,,-0.11,-0.08,-0.05
,-0.055,,,,,,,,-0.109,-0.079,-0.049
,-0.054,,,,,,,,-0.11,-0.08,-0.05
,-0.055,,,,,,,,-0.109,-0.079,-0.049
,-0.054,,,,,,,,-0.11,-0.08,-0.05
,-0.055,,,,,,,,-0.109,-0.079,-0.049
,-0.054,,,,,,,,-0.11,-0.08,-0.05
,-0.055,,,,,,,,-0.109,-0.079,-0.049
,-0.054,,,,,,,,-0.11,-0.08,-0.05
,-0.055,,,,,,,,-0.109,-0.079,-0.049
,-0.054,,,,,,,,-0.11,-0.08,-0.05
,-0.055,,,,,,,,-0.109,-0.079,-0.049
,-0.054,,,,,,,,-0.111,-0.08,-0.05
,-0.055,,,,,,,,-0.108,-0.078,-0.049
,-0.054,,,,,,,,-0.111,-0.081,-0.05
,-0.056,,,,,,,,-0.107,-0.078,-0.048
,-0.052,,,,,,,,-0.115,-0.082,-0.051
